Tender Ref,Status,Rejection Codes,Company Name,"Tendered Unit 
(BMU/Unit ID)",TO connection  /  DNO connection,Generation Type,Start Date,End Date,"Tendered Period 
(dd.mm.yy - dd.mm.yy)",Applicable FFR Capability Data Table,Tendered Frames per Service Day - From (Mon-Fri),Tendered Frames per Service Day - To (Mon- Fri),Tendered Frames per Service Day - Duration (Mon-Fri),Tendered Frames per Service Day - From (Saturday),Tendered Frames per Service Day - To (Saturday),Tendered Frames per Service Day - Duration (Saturday),Tendered Frames per Service Day - From (Sunday/Bank Holidays),Tendered Frames per Service Day - To (Sunday/Bank Holidays),Tendered Frames per Service Day - Duration (Sunday/Bank Hol),Tendered Prices - Availability Fee (£/h),Tendered Prices - Nomination Fee (£/h),Tendered Prices -  Window Initiation Fee (£/window),BMUs  Only ,Maximum Part Load Point (MW),Minimum Part Load Point (MW),Minimum MEL (MW),Maximum SEL (MW),Primary Response (max.) @ 0.2Hz (MW),Primary Response (max.) @ 0.5Hz (MW),Primary Response (max.) @ 0.8Hz (MW),Secondary Response (max.) @ 0.2/0.2Hz (MW),Secondary Response (max.) @ 0.5/0.5Hz (MW),High Frequency Response (max.) @ 0.2Hz (MW),High Frequency Response (max.) @ 0.5Hz (MW),Are you adding volume as per detail change provision,Please state the accepted tender that you are stacking onto,Please state if this is an all or nothing bid.,Please indicate if this is a mutually exclusive tender ,Automatic Response Energy Deliverable by 10s (MW),Automatic Response Energy Deliverable by 30s (MW),Post code,Comments 
156.001,Rejected,1.2,BLOXWICH ENERGY STORAGE LIMITED,ARNKB-1,DNO connection,Battery,31/12/2022,31/01/2023,31.12.22 - 31.01.23 (1 months),As per FFR framework agreement ,2300,700,8,2300,700,8,2300,700,8,572.45,,,YES,,,,,15.6,39,39,15.6,39,15.6,39,,,, ,,,WS2,
156.002,Rejected,1.2,BLOXWICH ENERGY STORAGE LIMITED,ARNKB-1,DNO connection,Battery,01/01/2023,31/01/2023,01.01.23 - 31.01.23 (1 months),As per FFR framework agreement ,700,1500,8,700,1500,8,700,1500,8,764.97,,,YES,,,,,15.6,39,39,15.6,39,15.6,39,,,,,,,WS2,
156.003,Rejected,1.2,BLOXWICH ENERGY STORAGE LIMITED,ARNKB-1,DNO connection,Battery,01/01/2023,31/01/2023,01.01.23 - 31.01.23 (1 months),As per FFR framework agreement ,1500,2300,8,1500,2300,8,1500,2300,8,1347.73,,,YES,,,,,15.6,39,39,15.6,39,15.6,39,,,,,,,WS2,
156.004,Rejected,1.2,GRIDRESERVE LIMITED,NFSE02,DNO connection,Battery,31/12/2022,31/01/2023,31.12.22 - 31.01.23 (1 months),As per FFR framework agreement ,2300,700,8,2300,700,8,2300,700,8,385.61,,,YES,,,,,11.2,28,28,11.2,28,11.2,28,,,,,,,EH48,
156.005,Rejected,1.2,GRIDRESERVE LIMITED,NFSE02,DNO connection,Battery,01/01/2023,31/01/2023,01.01.23 - 31.01.23 (1 months),As per FFR framework agreement ,700,1500,8,700,1500,8,700,1500,8,498.09,,,YES,,,,,11.2,28,28,11.2,28,11.2,28,,,,,,,EH48,
156.006,Accepted,NA,GRIDRESERVE LIMITED,NFSE02,DNO connection,Battery,01/01/2023,31/01/2023,01.01.23 - 31.01.23 (1 months),As per FFR framework agreement ,1500,2300,8,1500,2300,8,1500,2300,8,865.6,,,YES,,,,,11.2,28,28,11.2,28,11.2,28,,,,,,,EH48,
156.007,Rejected,1.2,NEVENDON ENERGY STORAGE LIMITED,AFSE01,DNO connection,Battery,31/12/2022,31/01/2023,31.12.22 - 31.01.23 (1 months),As per FFR framework agreement ,2300,1500,16,2300,1500,16,2300,1500,16,111.23,,,NO,,,,,2.8,7,7,2.8,7,2.8,7,,,A,,,,SS14,
156.008,Accepted,NA,NEVENDON ENERGY STORAGE LIMITED,AFSE01,DNO connection,Battery,01/01/2023,31/01/2023,01.01.23 - 31.01.23 (1 months),As per FFR framework agreement ,1500,2300,8,1500,2300,8,1500,2300,8,221.55,,,NO,,,,,2.8,7,7,2.8,7,2.8,7,,,B,,,,SS14,
156.009,Rejected,4,NEVENDON ENERGY STORAGE LIMITED,AFSE01,DNO connection,Battery,31/12/2022,31/01/2023,31.12.22 - 31.01.23 (1 months),As per FFR framework agreement ,2300,2300,24,2300,2300,24,2300,2300,24,134.38,,,NO,,,,,2.8,7,7,2.8,7,2.8,7,,,C,Mutually exclusive with A and B,,,SS14,
156.01,Rejected,1.2,TYNEMOUTH BATTERY STORAGE LIMITED,FFSE01,DNO connection,Battery,31/12/2022,31/01/2023,31.12.22 - 31.01.23 (1 months),As per FFR framework agreement ,2300,1500,16,2300,1500,16,2300,1500,16,336.34,,,YES,,,,,9.2,23,23,9.2,23,9.2,23,,,D,,,,NE27,
