,UTC_Settlement_DateTime,battery_output,prediction_label
2497,2020-10-02 00:00:00,0.984,0.8522890589944463
2498,2020-10-02 00:30:00,0.146,0.11913951068285732
2499,2020-10-02 01:00:00,0.67,0.7142702633605846
2500,2020-10-02 01:30:00,-0.498,-0.5055259606220004
2501,2020-10-02 02:00:00,-0.504,-0.6194923428267631
2502,2020-10-02 02:30:00,-1.058,-1.079470776016105
2503,2020-10-02 03:00:00,-1.65,-1.4008341812141973
2504,2020-10-02 03:30:00,0.04,-0.05787567603525621
2505,2020-10-02 04:00:00,-0.44,-0.45251891905930147
2506,2020-10-02 04:30:00,2.306,2.3501640845979477
2507,2020-10-02 05:00:00,0.736,0.8314363883946467
2508,2020-10-02 05:30:00,-2.868,-2.9990901021000176
2509,2020-10-02 06:00:00,-3.054,-2.89563543764611
2510,2020-10-02 06:30:00,-0.356,-0.36527552885789183
2511,2020-10-02 07:00:00,1.864,2.092089077758437
2512,2020-10-02 07:30:00,0.228,0.31855959289195007
2513,2020-10-02 08:00:00,1.544,1.497967378932141
2514,2020-10-02 08:30:00,1.202,1.2945601582455808
2515,2020-10-02 09:00:00,2.976,3.4879964735327795
2516,2020-10-02 09:30:00,-0.202,-0.3280701897672153
2517,2020-10-02 10:00:00,1.062,1.1190858340485155
2519,2020-10-02 11:00:00,-0.818,-0.7599644160498952
2520,2020-10-02 11:30:00,1.37,1.413905635870048
2521,2020-10-02 12:00:00,0.11,0.09640705201054188
2522,2020-10-02 12:30:00,0.64,0.6568366292231497
2523,2020-10-02 13:00:00,-3.122,-3.2022767560281356
2524,2020-10-02 13:30:00,0.108,0.04925618988106432
2525,2020-10-02 14:00:00,-1.414,-1.304601045673281
2526,2020-10-02 14:30:00,-1.116,-1.2280757685921246
2527,2020-10-02 15:00:00,-1.084,-1.0441214396810035
2528,2020-10-02 15:30:00,-1.098,-1.1552306118209952
2529,2020-10-02 16:00:00,-0.316,-0.39745421949044624
2530,2020-10-02 16:30:00,1.086,1.2487424047959987
2531,2020-10-02 17:00:00,-2.01,-1.9583510564979247
2532,2020-10-02 17:30:00,-1.086,-1.1335418145248568
2533,2020-10-02 18:00:00,-0.128,-0.15103528133084487
2534,2020-10-02 18:30:00,-0.968,-0.8594316555534278
2535,2020-10-02 19:00:00,-1.512,-1.3329910517786534
2536,2020-10-02 19:30:00,1.99,1.7962237538192696
2537,2020-10-02 20:00:00,0.204,0.06651742830707383
2538,2020-10-02 20:30:00,1.82,1.7151541666245855
2539,2020-10-02 21:00:00,0.444,0.4407538650766933
2540,2020-10-02 21:30:00,1.058,1.1381116216039016
2541,2020-10-02 22:00:00,-2.246,-2.2697402652340566
2542,2020-10-02 22:30:00,-1.23,-1.3503412767166578
2543,2020-10-02 23:00:00,-1.418,-1.465154593019722
2544,2020-10-02 23:30:00,-0.55,-0.5630374598928863
2545,2020-10-03 00:00:00,-2.764,-2.7985770695417242
2546,2020-10-03 00:30:00,-1.97,-1.9702207136146876
2547,2020-10-03 01:00:00,1.808,1.9000555171561673
2548,2020-10-03 01:30:00,1.03,0.8365873991444552
2549,2020-10-03 02:00:00,-0.09,-0.12024032052793708
2550,2020-10-03 02:30:00,1.112,0.9959431626826214
2551,2020-10-03 03:00:00,0.754,1.02670952212312
2552,2020-10-03 03:30:00,1.48,1.6432431014211861
2553,2020-10-03 04:00:00,0.892,0.7634821381144353
2554,2020-10-03 04:30:00,-1.786,-1.6710445789504367
2555,2020-10-03 05:00:00,-1.402,-1.4008038737151562
2556,2020-10-03 05:30:00,-1.352,-1.3641355423869208
2557,2020-10-03 06:00:00,1.918,1.699959132379418
2558,2020-10-03 06:30:00,1.1,0.9934451729312996
2559,2020-10-03 07:00:00,2.186,1.9196409995889403
2560,2020-10-03 07:30:00,3.342,2.963603522969136
2561,2020-10-03 08:00:00,1.548,1.5720905774249299
2562,2020-10-03 08:30:00,1.562,1.4668396513127753
2563,2020-10-03 09:00:00,3.856,3.9900768090277197
2564,2020-10-03 09:30:00,0.302,0.002014964355241779
2565,2020-10-03 10:00:00,-0.494,-0.6924161531673904
2566,2020-10-03 10:30:00,0.404,0.44532685287237816
2567,2020-10-03 11:00:00,-0.234,-0.4489838961843688
2568,2020-10-03 11:30:00,2.138,1.8806821708704555
2569,2020-10-03 12:00:00,0.302,-0.10392908861937622
2570,2020-10-03 12:30:00,-2.662,-2.3487308808802956
2571,2020-10-03 13:00:00,-3.608,-3.720702191168993
2572,2020-10-03 13:30:00,-2.266,-2.3693543116786957
2573,2020-10-03 14:00:00,0.12,-0.03291265882243404
2574,2020-10-03 14:30:00,-0.782,-1.1258612650165563
2575,2020-10-03 15:00:00,-0.84,-0.7668497682768434
2576,2020-10-03 15:30:00,-1.532,-1.6751034186202578
2577,2020-10-03 16:00:00,-2.04,-2.2907290256780715
2578,2020-10-03 16:30:00,-4.282,-4.274123008800595
2579,2020-10-03 17:00:00,-0.166,-0.33298997204251113
2580,2020-10-03 17:30:00,0.67,0.5443834125391981
2581,2020-10-03 18:00:00,-1.906,-2.233846153488938
2582,2020-10-03 18:30:00,-0.4,-0.5498890525280001
2583,2020-10-03 19:00:00,-5.724,-6.005471954966202
2584,2020-10-03 19:30:00,-1.56,-1.5523689756812447
2585,2020-10-03 20:00:00,2.206,2.377141231517225
2586,2020-10-03 20:30:00,-2.554,-2.616910984273483
2587,2020-10-03 21:00:00,-4.328,-4.382767023840429
2588,2020-10-03 21:30:00,-2.852,-2.1360784052541257
2589,2020-10-03 22:00:00,-0.958,-0.9639671442498564
2590,2020-10-03 22:30:00,-4.122,-3.565568363561859
2591,2020-10-03 23:00:00,-1.876,-1.5082955168943202
2592,2020-10-03 23:30:00,1.546,1.60262062653127
2593,2020-10-04 00:00:00,-1.156,-1.1700407141638287
2594,2020-10-04 00:30:00,2.12,2.16515962717709
2595,2020-10-04 01:00:00,0.068,0.2534942063316106
2596,2020-10-04 01:30:00,7.43,5.601074546452693
2597,2020-10-04 02:00:00,3.952,3.8617935953134075
2598,2020-10-04 02:30:00,-0.332,-0.263972993426497
2599,2020-10-04 03:00:00,1.622,1.9096331415942065
2600,2020-10-04 03:30:00,5.236,5.370235957133181
2601,2020-10-04 04:00:00,2.502,2.7408994443692523
2602,2020-10-04 04:30:00,0.474,0.6170172283596932
2603,2020-10-04 05:00:00,1.246,1.0758870085895715
2604,2020-10-04 05:30:00,-2.536,-2.625459624585916
2605,2020-10-04 06:00:00,-0.142,0.019900639669840098
2606,2020-10-04 06:30:00,-0.804,-0.6499309903503845
2607,2020-10-04 07:00:00,1.1,1.2196824050915245
2608,2020-10-04 07:30:00,1.736,2.00130874422654
2609,2020-10-04 08:00:00,1.812,2.1129229686180686
2610,2020-10-04 08:30:00,-0.91,-0.7709923162091052
2611,2020-10-04 09:00:00,1.574,1.6695925613373575
2612,2020-10-04 09:30:00,3.494,3.527168969769052
2613,2020-10-04 10:00:00,1.582,1.6053237874435808
2614,2020-10-04 10:30:00,1.79,1.7634402943091343
2615,2020-10-04 11:00:00,1.224,1.0055357270842609
2616,2020-10-04 11:30:00,0.362,0.23268033867095697
2617,2020-10-04 12:00:00,0.048,-0.5540387995277075
2618,2020-10-04 12:30:00,0.784,0.9203987986024942
2619,2020-10-04 13:00:00,0.142,-0.26019500198276196
2620,2020-10-04 13:30:00,-0.19,-0.43160149099232675
2621,2020-10-04 14:00:00,-1.234,-1.3446704578044837
2622,2020-10-04 14:30:00,-3.842,-3.8885961795655337
2623,2020-10-04 15:00:00,0.352,0.22055985266804157
2624,2020-10-04 15:30:00,-1.622,-1.436037994783625
2625,2020-10-04 16:00:00,-1.168,-1.1381187198447438
2626,2020-10-04 16:30:00,-1.24,-1.0354423757691835
2627,2020-10-04 17:00:00,-1.852,-1.874457443489613
2628,2020-10-04 17:30:00,-0.828,-0.7438572154012522
2629,2020-10-04 18:00:00,1.014,0.970193128213276
2630,2020-10-04 18:30:00,-0.626,-0.5680673332674081
2631,2020-10-04 19:00:00,-4.232,-4.224483692925534
2632,2020-10-04 19:30:00,-0.26,-0.333711936011991
2633,2020-10-04 20:00:00,2.042,1.990195021253835
2634,2020-10-04 20:30:00,0.064,0.16107810687153093
2635,2020-10-04 21:00:00,2.076,2.0866693902038222
2636,2020-10-04 21:30:00,0.044,0.05290024760732303
2637,2020-10-04 22:00:00,-2.31,-2.3075298894360787
2638,2020-10-04 22:30:00,0.564,0.6125353199482424
2639,2020-10-04 23:00:00,0.784,0.7034242376504988
2640,2020-10-04 23:30:00,-0.388,-0.42724959996930456
2641,2020-10-05 00:00:00,0.624,0.7115898712383512
2642,2020-10-05 00:30:00,0.416,0.4937197727211209
2643,2020-10-05 01:00:00,-1.8,-1.9125666108096624
2644,2020-10-05 01:30:00,0.298,0.31549548509514863
2645,2020-10-05 02:00:00,-1.042,-0.9240717478527657
2646,2020-10-05 02:30:00,-2.762,-2.7246021382962926
2647,2020-10-05 03:00:00,0.668,0.5557112943934608
2648,2020-10-05 03:30:00,2.288,2.3904616627431086
2649,2020-10-05 04:00:00,0.42,0.458380154912212
2650,2020-10-05 04:30:00,2.158,1.945216036716948
2651,2020-10-05 05:00:00,-0.146,-0.14061687217322283
2652,2020-10-05 05:30:00,-4.648,-4.552464560442176
2653,2020-10-05 06:00:00,-3.418,-3.1768383764273374
2654,2020-10-05 06:30:00,-0.24,-0.24444017836828158
2655,2020-10-05 07:00:00,-2.12,-2.4066021263496316
2656,2020-10-05 07:30:00,0.676,0.5101215887614504
2657,2020-10-05 08:00:00,-0.03,0.0244090592238941
2658,2020-10-05 08:30:00,0.608,0.7677399593465198
2659,2020-10-05 09:00:00,-1.33,-1.2851376191977106
2660,2020-10-05 09:30:00,-0.19,-0.2816830934259741
2661,2020-10-05 10:00:00,0.202,0.2613081033422737
2662,2020-10-05 10:30:00,0.162,0.25889107541790596
2663,2020-10-05 11:00:00,-1.966,-1.7409167085962969
2664,2020-10-05 11:30:00,-1.012,-1.0493730336573768
2665,2020-10-05 12:00:00,0.892,0.9272575863664717
2666,2020-10-05 12:30:00,0.618,0.6527621081654174
2667,2020-10-05 13:00:00,-2.188,-2.154934370672863
2668,2020-10-05 13:30:00,0.442,0.444807486496666
