id,battery_output
39457,1.107060124
39458,-1.081790333
39459,0.332448727
39460,-1.138569936
39461,-3.51425764
39462,-0.982896415
39463,-4.102128077
39464,-2.834664803
39465,-2.376734714
39466,-0.417231537
39467,-0.194894617
39468,0.970814641
39469,1.487046894
39470,-2.59515324
39471,-0.345240709
39472,1.199905688
39473,0.765097719
39474,0.8692823
39475,0.121687185
39476,2.218361729
39477,0.364212185
39478,0.169406203
39479,-0.882848442
39480,0.205814597
39481,-0.53622237
39482,-0.235736858
39483,0.135873414
39484,0.195830593
39485,0.301919408
39486,-1.14217514
39487,0.395368359
39488,0.053621223
39489,-0.078468456
39490,-2.615083244
39491,-1.08580567
39492,-0.030570913
39493,-0.801877083
39494,-0.966719494
39495,-3.201956252
39496,2.303528585
39497,-1.018486369
39498,2.377984548
39499,-1.178276497
39500,2.480557203
39501,1.194403315
39502,0.526062014
39503,0.327643389
39504,-1.15000224
39505,-0.274166796
39506,-0.103697344
39507,0.208005963
39508,-1.076207824
39509,-1.01552244
39510,-1.101517821
39511,0.754651034
39512,0.461932971
39513,0.354385605
39514,0.497977401
39515,-2.19359308
39516,0.425323953
39517,-3.31226796
39518,-0.92632699
39519,-0.882371736
39520,-0.536130987
39521,-0.69474278
39522,-0.387379917
39523,1.042541873
39524,1.268834026
39525,-0.563814389
39526,-0.690221741
39527,-2.086198898
39528,0.354438584
39529,-1.131882282
39530,-0.330793902
39531,0.469953093
39532,1.13267652
39533,-0.508818079
39534,0.645207278
39535,1.409440169
39536,-0.369853928
39537,-0.303890705
39538,0.506934237
39539,-0.307703475
39540,-0.560747154
39541,-0.795329471
39542,-0.08412718
39543,-0.501320948
39544,0.414621148
39545,1.067850974
39546,1.339780242
39547,-0.645412902
39548,1.218313292
39549,0.802418357
39550,2.659225047
39551,0.243992241
39552,0.237612278
39553,-0.605076704
39554,-1.26329222
39555,0.328063097
39556,-0.821530497
39557,-0.915809271
39558,-0.392206068
39559,-0.415766195
39560,-0.431559864
39561,-0.439346232
39562,0.515123983
39563,-0.349209149
39564,2.221012807
39565,-1.57949898
39566,-0.473517931
39567,0.998451603
39568,-0.161360824
39569,1.010439417
39570,2.580535552
39571,0.477730294
39572,0.676300357
39573,1.689724336
39574,2.004285972
