id,battery_output
39457,-0.172927605
39458,-1.155550019
39459,-0.388389012
39460,-1.175917736
39461,-3.161652234
39462,-1.050946469
39463,-3.530830774
39464,-1.377181399
39465,-1.768059507
39466,-0.947980952
39467,-0.248941072
39468,0.022047057
39469,1.380465706
39470,-1.192809129
39471,-0.15796419
39472,0.872278663
39473,0.444887787
39474,0.946529918
39475,-0.081956988
39476,1.030264306
39477,-0.114344863
39478,-0.192182539
39479,-0.924598223
39480,-0.504289971
39481,-0.468535888
39482,-0.400913289
39483,-0.213855111
39484,-0.253113272
39485,-0.045143876
39486,-1.060559768
39487,-0.074353378
39488,-0.096597937
39489,-0.095932507
39490,-2.803317582
39491,-0.652181962
39492,-0.021044856
39493,-0.618057255
39494,-0.774566205
39495,-1.816873918
39496,2.516373563
39497,-0.748219643
39498,2.958469218
39499,-0.982481497
39500,3.090756136
39501,1.014219907
39502,0.242354273
39503,0.274321747
39504,-1.096299471
39505,-0.376546421
39506,-0.332210418
39507,-0.106642126
39508,-0.722834982
39509,-0.661611681
39510,-0.668498166
39511,0.833457149
39512,0.341159948
39513,0.005601238
39514,-0.025997417
39515,-0.640059128
39516,0.289121221
39517,-1.874374622
39518,-0.817724251
39519,-0.735974474
39520,-0.368580008
39521,-0.432488864
39522,-0.282504732
39523,0.777069047
39524,1.251294644
39525,-0.303952468
39526,-0.587076227
39527,-1.619290943
39528,0.388998453
39529,-0.640852413
39530,-0.320784174
39531,0.190369652
39532,0.509967446
39533,-0.323681103
39534,0.612431729
39535,0.484042343
39536,-0.62537244
39537,-0.195642348
39538,0.176044431
39539,-0.312090241
39540,-0.5462599
39541,-0.936992641
39542,0.135775461
39543,-0.689224852
39544,0.706123666
39545,0.918596732
39546,1.509122867
39547,-0.77872945
39548,1.565868696
39549,1.183051698
39550,3.00303572
39551,0.109500276
39552,0.065439196
39553,-0.410123166
39554,-0.642620802
39555,-0.330009393
39556,-0.811010417
39557,-0.516884897
39558,-0.428302088
39559,-0.463473167
39560,-0.283546367
39561,-0.26903128
39562,0.338693985
39563,-0.162225104
39564,1.65768276
39565,-0.521988174
39566,-0.444903998
39567,0.415162574
39568,-0.161908746
39569,0.901615903
39570,2.653304254
39571,0.1629262
39572,0.152610729
39573,0.788835418
39574,1.363496421
39575,-0.30233628
39576,-0.155282944
39577,-0.26708786
39578,-0.900665927
