id,battery_output
39457,0.932489189
39458,-1.192507718
39459,0.218134662
39460,-1.130577522
39461,-1.908208052
39462,-1.331654742
39463,-3.062198474
39464,-2.079937618
39465,-2.126563227
39466,-0.614347272
39467,-0.029851196
39468,1.167496253
39469,1.530731882
39470,-1.966617852
39471,-0.161739652
39472,1.065857871
39473,0.520928227
39474,0.872615641
39475,-0.030571293
39476,1.807755385
39477,0.407869624
39478,0.219318091
39479,-1.084199135
39480,-0.360618954
39481,-1.020147954
39482,-0.730109119
39483,0.119165403
39484,0.045920688
39485,-0.017684253
39486,-1.383835018
39487,0.152851814
39488,-0.218883927
39489,-0.242810549
39490,-2.68540096
39491,-1.121380804
39492,-0.168113786
39493,-0.8996974
39494,-1.085261757
39495,-2.798431761
39496,1.984382448
39497,-1.165337368
39498,2.211386836
39499,-1.29998523
39500,2.644488554
39501,1.053451661
39502,0.223963305
39503,0.050947296
39504,-1.270605448
39505,-0.443603448
39506,-0.137534166
39507,0.136778811
39508,-1.177306932
39509,-1.314297722
39510,-1.159684099
39511,0.757700571
39512,0.551447843
39513,0.470334457
39514,0.754367534
39515,-1.093701875
39516,0.659833566
39517,-1.951997269
39518,-1.208468228
39519,-0.881749711
39520,-0.552535055
39521,-0.543654548
39522,-0.38743123
39523,1.036440768
39524,1.171856887
39525,-0.593860556
39526,-0.94460878
39527,-1.845384622
39528,0.406484631
39529,-1.040847544
39530,-0.327313221
39531,0.693459425
39532,1.247714767
39533,-0.620136537
39534,0.602413845
39535,0.834931975
39536,-0.701073951
39537,-0.343539284
39538,0.328315028
39539,-0.478268529
39540,-0.707597052
39541,-1.016437984
39542,-0.266600239
39543,-0.548821425
39544,0.457386151
39545,1.239282261
39546,1.716584356
39547,-1.021284053
39548,1.670823007
39549,0.439755797
39550,3.252053883
39551,-0.402137202
39552,-0.035693413
39553,-0.58521134
39554,-1.106668657
39555,0.018491312
39556,-1.166844318
39557,-1.01188062
39558,-0.370194389
39559,-0.732580574
39560,-0.389036264
39561,-0.273384615
39562,0.191069082
39563,-0.460917382
39564,1.206545848
39565,-1.405438057
39566,-0.496893032
39567,0.992475248
39568,-0.322899893
39569,1.048304832
39570,2.206490256
39571,0.344839453
39572,0.691182719
39573,1.683718876
39574,1.734015724
39575,0.039634041
39576,-0.445651642
39577,0.053683146
39578,-1.078434445
39579,-1.308832371
39580,0.007750843
39581,-0.725094553
39582,-0.355023158
39583,-1.161461277
39584,-1.86382977
39585,-0.865872246
39586,0.608137534
39587,1.721016075
39588,-0.06170241
39589,-0.544899298
39590,-0.692597509
39591,-1.035820354
39592,-0.451654459
39593,-0.818233732
39594,1.45258501
39595,0.456215983
39596,-0.473392611
39597,0.653930691
39598,-0.620607138
39599,-1.037708687
39600,-1.268829499
39601,-1.125537911
39602,0.642459674
39603,0.622510707
39604,0.502535174
39605,-0.373378796
39606,-0.770268158
39607,-1.358275526
39608,-1.322213845
39609,-0.993004322
39610,0.152937287
39611,0.466996079
39612,-0.964174579
39613,-0.801243132
39614,-0.771592361
39615,-0.563157656
39616,-0.37654171
39617,0.750408181
39618,-2.065820654
39619,-0.984872974
39620,-0.606662736
39621,-0.951044625
39622,-0.596067072
39623,0.8190507
39624,1.504676255
39625,1.591756557
39626,1.464668346
39627,-0.779953495
39628,0.55320509
39629,-0.010613499
39630,0.327414482
39631,0.961996648
39632,-0.937645255
39633,2.35075131
39634,2.21345238
39635,-0.172542948
39636,-0.660428348
39637,-1.963622322
39638,-2.302206317
39639,-2.075283979
39640,-0.642172223
39641,-1.346364345
39642,-2.786969661
39643,-2.953711438
39644,-0.478722689
39645,-1.132672905
39646,1.085729151
39647,2.686141898
39648,0.185093064
39649,-0.100774678
39650,0.76404244
39651,0.193900337
39652,-0.827270918
39653,-0.878813413
39654,0.201646512
39655,0.371211678
39656,-0.891319798
39657,0.965346403
39658,-0.754977347
39659,0.755127392
39660,-0.388616786
39661,-0.649488294
39662,0.040555176
39663,0.399986052
39664,0.128641185
39665,-2.249500327
39666,0.332570474
39667,1.555917632
39668,0.687768392
39669,0.337738047
39670,0.853185643
